id;code;name
da368c94-7516-11ed-9c0d-89f50152950e;006;м
da368c95-7516-11ed-9c0d-89f50152950e;113;м3
da368c98-7516-11ed-9c0d-89f50152950e;055;м2
d28f38ae-9972-11eb-a435-00155d466e07;704;набор
a64ca503-5ef5-11eb-a438-00155d466706;778;упак
da368c96-7516-11ed-9c0d-89f50152950e;166;кг
da368c9a-7516-11ed-9c0d-89f50152950e;112;л (дм3)
da368c99-7516-11ed-9c0d-89f50152950e;168;т
da368c97-7516-11ed-9c0d-89f50152950e;796;шт
